"행정구역별","산업별",2021.1/2,2021.2/2,2022.1/2
"담양군","건설업 (F) ",1.7,1.6,1.3
"담양군","도소매·음식숙박업(G,I)",3.9,3.8,3.8
"담양군","전기·운수·통신·금융(D,H,J,K)",1.5,1.6,1.6
"담양군","사업·개인·공공서비스 및 기타(E,L~U)",5.7,5.7,6.3
"곡성군","계",16.5,16.7,17.1
"곡성군","농업, 임업 및 어업 (A)",8.1,8.1,8.3
"곡성군","광·제조업(B,C)",0.8,0.8,0.9
"곡성군","건설업 (F) ",0.8,0.7,0.7
"곡성군","도소매·음식숙박업(G,I)",1.7,1.8,1.8
"곡성군","전기·운수·통신·금융(D,H,J,K)",0.5,0.6,0.5
"곡성군","사업·개인·공공서비스 및 기타(E,L~U)",4.5,4.8,4.9
"구례군","계",14.2,14.2,13.9
"구례군","농업, 임업 및 어업 (A)",6.0,5.8,5.7
"구례군","광·제조업(B,C)",0.6,0.7,0.6
"구례군","건설업 (F) ",0.7,0.7,0.6
"구례군","도소매·음식숙박업(G,I)",2.0,2.1,2.2
"구례군","전기·운수·통신·금융(D,H,J,K)",0.7,0.7,0.6
"구례군","사업·개인·공공서비스 및 기타(E,L~U)",4.1,4.2,4.1
"고흥군","계",39.6,39.4,39.7
"고흥군","농업, 임업 및 어업 (A)",22.4,22.2,22.7
"고흥군","광·제조업(B,C)",1.8,1.8,2.0
"고흥군","건설업 (F) ",1.5,1.3,1.5
"고흥군","도소매·음식숙박업(G,I)",4.1,4.3,4.3
"고흥군","전기·운수·통신·금융(D,H,J,K)",1.7,1.6,1.4
"고흥군","사업·개인·공공서비스 및 기타(E,L~U)",8.0,8.1,7.9
"보성군","계",23.1,23.5,23.4
"보성군","농업, 임업 및 어업 (A)",10.8,10.9,10.7
"보성군","광·제조업(B,C)",1.4,1.0,0.9
"보성군","건설업 (F) ",1.2,1.1,1.2
"보성군","도소매·음식숙박업(G,I)",3.5,3.9,3.6
"보성군","전기·운수·통신·금융(D,H,J,K)",1.1,1.0,1.1
"보성군","사업·개인·공공서비스 및 기타(E,L~U)",5.2,5.6,6.0
"화순군","계",32.6,33.4,34.7
"화순군","농업, 임업 및 어업 (A)",5.9,6.4,6.3
"화순군","광·제조업(B,C)",3.1,3.0,3.3
"화순군","건설업 (F) ",3.1,2.7,3.4
"화순군","도소매·음식숙박업(G,I)",4.2,4.2,3.6
"화순군","전기·운수·통신·금융(D,H,J,K)",1.4,1.8,2.0
"화순군","사업·개인·공공서비스 및 기타(E,L~U)",14.8,15.4,15.9
"장흥군","계",21.5,21.5,21.2
"장흥군","농업, 임업 및 어업 (A)",9.5,8.9,8.4
"장흥군","광·제조업(B,C)",0.9,1.1,1.2
"장흥군","건설업 (F) ",1.1,1.1,1.0
"장흥군","도소매·음식숙박업(G,I)",2.8,2.9,2.9
"장흥군","전기·운수·통신·금융(D,H,J,K)",0.9,0.9,1.0
"장흥군","사업·개인·공공서비스 및 기타(E,L~U)",6.4,6.6,6.7
"강진군","계",19.3,19.3,19.0
"강진군","농업, 임업 및 어업 (A)",8.2,7.5,7.2
"강진군","광·제조업(B,C)",1.2,1.1,0.9
"강진군","건설업 (F) ",1.0,1.1,1.3
"강진군","도소매·음식숙박업(G,I)",2.1,2.4,2.1
"강진군","전기·운수·통신·금융(D,H,J,K)",1.0,0.8,0.8
"강진군","사업·개인·공공서비스 및 기타(E,L~U)",5.8,6.3,6.6
"해남군","계",40.4,40.6,40.7
"해남군","농업, 임업 및 어업 (A)",20.3,20.6,20.4
"해남군","광·제조업(B,C)",1.6,1.7,1.4
"해남군","건설업 (F) ",1.8,1.8,1.7
"해남군","도소매·음식숙박업(G,I)",5.7,5.7,6.5
"해남군","전기·운수·통신·금융(D,H,J,K)",1.7,1.4,1.4
"해남군","사업·개인·공공서비스 및 기타(E,L~U)",9.2,9.3,9.2
"영암군","계",34.1,34.7,35.1
"영암군","농업, 임업 및 어업 (A)",11.1,11.4,11.9
"영암군","광·제조업(B,C)",7.6,7.4,7.6
"영암군","건설업 (F) ",1.3,1.4,1.6
"영암군","도소매·음식숙박업(G,I)",4.1,4.4,4.0
"영암군","전기·운수·통신·금융(D,H,J,K)",2.0,1.7,1.7
"영암군","사업·개인·공공서비스 및 기타(E,L~U)",8.0,8.5,8.4
"무안군","계",44.4,45.3,48.3
"무안군","농업, 임업 및 어업 (A)",14.5,14.1,15.4
"무안군","광·제조업(B,C)",5.2,5.7,6.1
"무안군","건설업 (F) ",1.0,1.5,2.0
"무안군","도소매·음식숙박업(G,I)",5.0,4.5,5.4
"무안군","전기·운수·통신·금융(D,H,J,K)",2.9,3.6,2.5
"무안군","사업·개인·공공서비스 및 기타(E,L~U)",15.8,15.9,16.9
"함평군","계",18.0,18.2,18.4
"함평군","농업, 임업 및 어업 (A)",9.9,10.0,10.1
"함평군","광·제조업(B,C)",1.2,1.2,1.1
"함평군","건설업 (F) ",0.4,0.5,0.5
"함평군","도소매·음식숙박업(G,I)",1.9,1.9,2.0
"함평군","전기·운수·통신·금융(D,H,J,K)",0.9,0.7,0.7
"함평군","사업·개인·공공서비스 및 기타(E,L~U)",3.8,3.9,4.0
"영광군","계",28.6,28.7,28.2
"영광군","농업, 임업 및 어업 (A)",10.4,10.6,9.7
"영광군","광·제조업(B,C)",2.6,2.7,3.2
"영광군","건설업 (F) ",1.5,1.5,1.3
"영광군","도소매·음식숙박업(G,I)",3.7,3.6,3.5
"영광군","전기·운수·통신·금융(D,H,J,K)",2.3,2.4,2.2
"영광군","사업·개인·공공서비스 및 기타(E,L~U)",8.1,8.0,8.3
"장성군","계",23.4,22.9,22.7
"장성군","농업, 임업 및 어업 (A)",9.2,9.1,8.5
"장성군","광·제조업(B,C)",2.8,2.4,2.3
"장성군","건설업 (F) ",1.4,1.0,1.3
"장성군","도소매·음식숙박업(G,I)",3.7,3.2,3.1
"장성군","전기·운수·통신·금융(D,H,J,K)",1.0,1.3,1.2
"장성군","사업·개인·공공서비스 및 기타(E,L~U)",5.3,6.0,6.2
"완도군","계",27.4,26.8,27.0
"완도군","농업, 임업 및 어업 (A)",13.4,12.4,12.9
"완도군","광·제조업(B,C)",0.9,0.8,0.7
"완도군","건설업 (F) ",1.3,1.2,1.1
"완도군","도소매·음식숙박업(G,I)",3.5,3.6,3.7
"완도군","전기·운수·통신·금융(D,H,J,K)",2.0,2.1,2.0
"완도군","사업·개인·공공서비스 및 기타(E,L~U)",6.4,6.8,6.7
"진도군","계",18.5,18.3,18.7
"진도군","농업, 임업 및 어업 (A)",8.3,8.2,8.3
"진도군","광·제조업(B,C)",0.5,0.5,0.4
"진도군","건설업 (F) ",0.8,0.7,0.9
"진도군","도소매·음식숙박업(G,I)",2.6,2.6,2.4
"진도군","전기·운수·통신·금융(D,H,J,K)",0.7,0.7,0.8
"진도군","사업·개인·공공서비스 및 기타(E,L~U)",5.6,5.6,6.0
"신안군","계",22.7,22.8,22.9
"신안군","농업, 임업 및 어업 (A)",15.1,15.3,14.9
"신안군","광·제조업(B,C)",1.1,0.9,1.0
"신안군","건설업 (F) ",0.6,0.5,0.6
"신안군","도소매·음식숙박업(G,I)",2.1,2.1,2.2
"신안군","전기·운수·통신·금융(D,H,J,K)",1.2,1.0,1.1
"신안군","사업·개인·공공서비스 및 기타(E,L~U)",2.8,3.0,3.0
"포항시","계",249.8,252.0,258.7
"포항시","농업, 임업 및 어업 (A)",21.9,21.1,21.3
"포항시","광·제조업(B,C)",51.5,51.4,52.5
"포항시","건설업 (F) ",16.8,17.5,17.0
"포항시","도소매·음식숙박업(G,I)",40.6,43.4,44.4
"포항시","전기·운수·통신·금융(D,H,J,K)",22.6,22.6,21.5
"포항시","사업·개인·공공서비스 및 기타(E,L~U)",96.4,95.9,101.9
"경주시","계",139.4,140.4,140.7
"경주시","농업, 임업 및 어업 (A)",20.4,19.4,19.6
"경주시","광·제조업(B,C)",27.6,26.5,26.2
"경주시","건설업 (F) ",5.7,6.4,7.0
"경주시","도소매·음식숙박업(G,I)",24.2,24.4,24.7
"경주시","전기·운수·통신·금융(D,H,J,K)",11.7,12.7,11.8
"경주시","사업·개인·공공서비스 및 기타(E,L~U)",49.8,51.0,51.2
"김천시","계",76.6,78.8,80.4
"김천시","농업, 임업 및 어업 (A)",25.6,25.4,25.2
"김천시","광·제조업(B,C)",11.6,12.2,12.6
"김천시","건설업 (F) ",3.4,3.1,3.3
"김천시","도소매·음식숙박업(G,I)",9.5,10.2,10.2
"김천시","전기·운수·통신·금융(D,H,J,K)",5.5,5.5,6.2
"김천시","사업·개인·공공서비스 및 기타(E,L~U)",21.0,22.4,23.0
"안동시","계",84.9,86.5,83.8
"안동시","농업, 임업 및 어업 (A)",21.7,23.1,21.7
"안동시","광·제조업(B,C)",5.4,5.6,5.5
"안동시","건설업 (F) ",6.4,5.8,5.9
"안동시","도소매·음식숙박업(G,I)",14.9,15.1,14.5
"안동시","전기·운수·통신·금융(D,H,J,K)",6.5,6.6,6.7
"안동시","사업·개인·공공서비스 및 기타(E,L~U)",30.1,30.3,29.5
"구미시","계",211.8,212.3,220.5
"구미시","농업, 임업 및 어업 (A)",12.2,11.9,13.3
"구미시","광·제조업(B,C)",78.2,83.0,87.4
"구미시","건설업 (F) ",11.8,12.1,12.6
"구미시","도소매·음식숙박업(G,I)",33.6,29.6,33.1
"구미시","전기·운수·통신·금융(D,H,J,K)",17.3,17.4,14.7
"구미시","사업·개인·공공서비스 및 기타(E,L~U)",58.7,58.2,59.5
"영주시","계",53.0,53.8,53.9
"영주시","농업, 임업 및 어업 (A)",11.9,12.9,13.9
"영주시","광·제조업(B,C)",6.1,5.9,5.7
"영주시","건설업 (F) ",4.3,4.1,4.2
"영주시","도소매·음식숙박업(G,I)",8.1,7.7,8.1
"영주시","전기·운수·통신·금융(D,H,J,K)",4.8,4.4,4.2
"영주시","사업·개인·공공서비스 및 기타(E,L~U)",17.9,18.9,17.9
"영천시","계",59.5,60.2,59.6
"영천시","농업, 임업 및 어업 (A)",21.4,21.8,22.2
"영천시","광·제조업(B,C)",10.3,10.3,9.8
"영천시","건설업 (F) ",3.4,3.1,3.5
"영천시","도소매·음식숙박업(G,I)",7.3,7.2,7.4
"영천시","전기·운수·통신·금융(D,H,J,K)",3.0,3.1,2.7
"영천시","사업·개인·공공서비스 및 기타(E,L~U)",14.1,14.8,14.1
"상주시","계",55.9,56.3,56.4
"상주시","농업, 임업 및 어업 (A)",24.7,24.1,23.4
"상주시","광·제조업(B,C)",4.4,5.0,4.3
"상주시","건설업 (F) ",2.4,2.8,2.9
"상주시","도소매·음식숙박업(G,I)",6.8,6.5,6.9
"상주시","전기·운수·통신·금융(D,H,J,K)",2.7,3.1,2.9
"상주시","사업·개인·공공서비스 및 기타(E,L~U)",14.9,14.9,16.0
"문경시","계",37.3,36.8,37.3
"문경시","농업, 임업 및 어업 (A)",10.4,10.4,10.5
"문경시","광·제조업(B,C)",2.9,2.6,2.9
"문경시","건설업 (F) ",2.5,2.3,2.2
"문경시","도소매·음식숙박업(G,I)",6.4,6.4,6.7
"문경시","전기·운수·통신·금융(D,H,J,K)",2.3,2.0,2.0
"문경시","사업·개인·공공서비스 및 기타(E,L~U)",12.8,13.1,13.0
"경산시","계",146.5,148.8,150.0
"경산시","농업, 임업 및 어업 (A)",19.8,20.0,19.8
"경산시","광·제조업(B,C)",31.4,31.4,31.8
"경산시","건설업 (F) ",7.9,8.4,10.4
"경산시","도소매·음식숙박업(G,I)",26.4,26.3,26.0
"경산시","전기·운수·통신·금융(D,H,J,K)",14.0,13.6,13.0
"경산시","사업·개인·공공서비스 및 기타(E,L~U)",47.0,49.2,48.9
"군위군","계",14.5,13.8,14.7
"군위군","농업, 임업 및 어업 (A)",7.1,6.7,6.9
"군위군","광·제조업(B,C)",1.4,1.3,1.4
"군위군","건설업 (F) ",0.3,0.4,0.3
"군위군","도소매·음식숙박업(G,I)",1.7,1.6,1.7
"군위군","전기·운수·통신·금융(D,H,J,K)",0.3,0.4,0.4
"군위군","사업·개인·공공서비스 및 기타(E,L~U)",3.6,3.5,4.0
"의성군","계",32.0,32.3,32.5
"의성군","농업, 임업 및 어업 (A)",18.6,18.5,18.8
"의성군","광·제조업(B,C)",1.0,0.9,0.8
"의성군","건설업 (F) ",1.6,1.5,1.2
"의성군","도소매·음식숙박업(G,I)",3.3,3.3,3.3
"의성군","전기·운수·통신·금융(D,H,J,K)",0.7,0.8,0.8
"의성군","사업·개인·공공서비스 및 기타(E,L~U)",6.9,7.3,7.6
"청송군","계",16.7,17.1,17.2
"청송군","농업, 임업 및 어업 (A)",7.7,7.6,7.6
"청송군","광·제조업(B,C)",0.4,0.4,0.4
"청송군","건설업 (F) ",0.6,0.5,0.5
"청송군","도소매·음식숙박업(G,I)",2.4,2.3,2.3
"청송군","전기·운수·통신·금융(D,H,J,K)",0.7,0.7,0.8
"청송군","사업·개인·공공서비스 및 기타(E,L~U)",5.0,5.5,5.6
"영양군","계",10.3,10.2,10.4
"영양군","농업, 임업 및 어업 (A)",4.2,4.2,4.2
"영양군","광·제조업(B,C)",0.2,0.2,0.2
"영양군","건설업 (F) ",0.6,0.6,0.6
"영양군","도소매·음식숙박업(G,I)",1.1,1.2,1.2
"영양군","전기·운수·통신·금융(D,H,J,K)",0.4,0.3,0.4
"영양군","사업·개인·공공서비스 및 기타(E,L~U)",3.8,3.7,3.9
"영덕군","계",19.5,19.5,19.3
"영덕군","농업, 임업 및 어업 (A)",7.3,7.5,7.3
"영덕군","광·제조업(B,C)",0.9,0.9,1.0
"영덕군","건설업 (F) ",1.1,1.1,1.3
"영덕군","도소매·음식숙박업(G,I)",4.3,4.2,3.9
"영덕군","전기·운수·통신·금융(D,H,J,K)",0.8,0.9,0.8
"영덕군","사업·개인·공공서비스 및 기타(E,L~U)",5.1,4.8,4.9
"청도군","계",26.1,26.5,26.7
"청도군","농업, 임업 및 어업 (A)",14.0,13.8,14.1
"청도군","광·제조업(B,C)",1.4,1.5,1.5
"청도군","건설업 (F) ",1.3,1.2,1.4
"청도군","도소매·음식숙박업(G,I)",3.0,3.1,3.0
"청도군","전기·운수·통신·금융(D,H,J,K)",1.1,1.1,1.1
"청도군","사업·개인·공공서비스 및 기타(E,L~U)",5.4,5.7,5.6
"고령군","계",18.8,18.7,18.8
"고령군","농업, 임업 및 어업 (A)",6.4,6.5,6.3
"고령군","광·제조업(B,C)",3.1,3.2,3.1
"고령군","건설업 (F) ",1.1,1.0,1.1
"고령군","도소매·음식숙박업(G,I)",3.1,3.3,3.0
"고령군","전기·운수·통신·금융(D,H,J,K)",1.0,0.8,0.8
"고령군","사업·개인·공공서비스 및 기타(E,L~U)",4.0,4.0,4.5
"성주군","계",25.0,24.7,25.1
"성주군","농업, 임업 및 어업 (A)",14.9,15.1,15.0
"성주군","광·제조업(B,C)",2.1,1.9,2.1
"성주군","건설업 (F) ",1.0,0.9,1.0
"성주군","도소매·음식숙박업(G,I)",2.9,2.7,2.8
"성주군","전기·운수·통신·금융(D,H,J,K)",0.8,0.8,0.7
"성주군","사업·개인·공공서비스 및 기타(E,L~U)",3.3,3.2,3.4
"칠곡군","계",59.4,62.1,61.6
"칠곡군","농업, 임업 및 어업 (A)",6.8,7.2,6.3
"칠곡군","광·제조업(B,C)",20.9,20.7,20.6
"칠곡군","건설업 (F) ",3.2,3.4,3.7
"칠곡군","도소매·음식숙박업(G,I)",8.4,8.8,9.0
"칠곡군","전기·운수·통신·금융(D,H,J,K)",4.7,5.9,5.9
"칠곡군","사업·개인·공공서비스 및 기타(E,L~U)",15.4,16.1,16.2
"예천군","계",32.1,32.7,33.3
"예천군","농업, 임업 및 어업 (A)",15.5,15.7,16.4
"예천군","광·제조업(B,C)",2.7,2.4,2.2
"예천군","건설업 (F) ",1.9,1.7,2.0
"예천군","도소매·음식숙박업(G,I)",3.9,4.0,3.7
"예천군","전기·운수·통신·금융(D,H,J,K)",1.2,1.1,1.3
"예천군","사업·개인·공공서비스 및 기타(E,L~U)",6.9,7.8,7.7
"봉화군","계",19.4,19.4,19.4
"봉화군","농업, 임업 및 어업 (A)",9.7,9.5,9.6
"봉화군","광·제조업(B,C)",0.7,0.6,0.6
"봉화군","건설업 (F) ",0.9,0.9,0.9
"봉화군","도소매·음식숙박업(G,I)",2.2,2.2,2.2
"봉화군","전기·운수·통신·금융(D,H,J,K)",0.7,0.7,0.6
"봉화군","사업·개인·공공서비스 및 기타(E,L~U)",5.2,5.5,5.5
"울진군","계",25.8,25.3,25.1
"울진군","농업, 임업 및 어업 (A)",5.6,5.3,5.5
"울진군","광·제조업(B,C)",1.4,1.3,1.3
"울진군","건설업 (F) ",2.0,2.0,2.3
"울진군","도소매·음식숙박업(G,I)",5.0,4.7,4.6
"울진군","전기·운수·통신·금융(D,H,J,K)",2.0,2.2,2.3
"울진군","사업·개인·공공서비스 및 기타(E,L~U)",9.9,9.7,9.1
"울릉군","계",5.6,5.6,5.9
"울릉군","농업, 임업 및 어업 (A)",0.9,0.9,0.9
"울릉군","광·제조업(B,C)",0.1,0.2,0.2
"울릉군","건설업 (F) ",0.4,0.4,0.4
"울릉군","도소매·음식숙박업(G,I)",1.2,1.2,1.3
"울릉군","전기·운수·통신·금융(D,H,J,K)",0.6,0.5,0.6
"울릉군","사업·개인·공공서비스 및 기타(E,L~U)",2.4,2.4,2.4
"진주시","계",175.7,178.2,179.4
"진주시","농업, 임업 및 어업 (A)",21.7,20.4,20.0
"진주시","광·제조업(B,C)",19.6,19.7,20.3
"진주시","건설업 (F) ",9.7,11.7,11.8
"진주시","도소매·음식숙박업(G,I)",34.5,33.6,33.2
"진주시","전기·운수·통신·금융(D,H,J,K)",17.6,17.4,16.4
"진주시","사업·개인·공공서비스 및 기타(E,L~U)",72.6,75.4,77.7
"통영시","계",60.1,60.8,61.3
"통영시","농업, 임업 및 어업 (A)",7.5,8.3,7.8
"통영시","광·제조업(B,C)",9.6,8.6,9.7
"통영시","건설업 (F) ",4.6,4.8,4.7
"통영시","도소매·음식숙박업(G,I)",12.8,13.1,15.0
"통영시","전기·운수·통신·금융(D,H,J,K)",5.4,5.7,4.6
"통영시","사업·개인·공공서비스 및 기타(E,L~U)",20.1,20.4,19.4
"사천시","계",58.4,58.9,59.9
"사천시","농업, 임업 및 어업 (A)",13.2,13.8,13.8
"사천시","광·제조업(B,C)",10.1,10.4,11.4
"사천시","건설업 (F) ",3.7,3.6,3.4
"사천시","도소매·음식숙박업(G,I)",9.9,9.8,9.8
"사천시","전기·운수·통신·금융(D,H,J,K)",4.1,4.2,4.2
"사천시","사업·개인·공공서비스 및 기타(E,L~U)",17.3,17.1,17.2
"김해시","계",277.8,273.9,281.9
"김해시","농업, 임업 및 어업 (A)",8.7,7.5,7.8
"김해시","광·제조업(B,C)",74.9,76.4,80.1
"김해시","건설업 (F) ",18.4,17.2,21.5
"김해시","도소매·음식숙박업(G,I)",57.2,55.4,57.4
"김해시","전기·운수·통신·금융(D,H,J,K)",30.0,30.2,29.7
"김해시","사업·개인·공공서비스 및 기타(E,L~U)",88.6,87.2,85.3
"밀양시","계",54.6,55.5,56.6
"밀양시","농업, 임업 및 어업 (A)",17.0,17.0,17.1
"밀양시","광·제조업(B,C)",7.2,7.6,8.5
"밀양시","건설업 (F) ",2.1,3.0,3.1
"밀양시","도소매·음식숙박업(G,I)",9.6,9.5,9.2
"밀양시","전기·운수·통신·금융(D,H,J,K)",3.4,3.4,3.7
"밀양시","사업·개인·공공서비스 및 기타(E,L~U)",15.2,15.0,15.0
"거제시","계",116.4,119.9,118.0
"거제시","농업, 임업 및 어업 (A)",6.9,8.4,7.9
"거제시","광·제조업(B,C)",53.2,52.4,50.1
"거제시","건설업 (F) ",4.9,4.9,4.6
"거제시","도소매·음식숙박업(G,I)",16.4,16.5,17.8
"거제시","전기·운수·통신·금융(D,H,J,K)",5.0,5.9,5.6
"거제시","사업·개인·공공서비스 및 기타(E,L~U)",30.1,31.8,31.9
"양산시","계",171.0,171.9,176.8
"양산시","농업, 임업 및 어업 (A)",5.4,4.8,5.3
"양산시","광·제조업(B,C)",47.6,46.0,46.2
"양산시","건설업 (F) ",13.3,14.3,15.7
"양산시","도소매·음식숙박업(G,I)",28.8,28.4,29.9
"양산시","전기·운수·통신·금융(D,H,J,K)",18.9,19.5,21.0
"양산시","사업·개인·공공서비스 및 기타(E,L~U)",56.9,58.8,58.8
"창원시","계",521.6,517.9,518.3
"창원시","농업, 임업 및 어업 (A)",12.1,9.8,11.3
"창원시","광·제조업(B,C)",151.8,152.0,154.7
"창원시","건설업 (F) ",25.3,29.9,27.3
"창원시","도소매·음식숙박업(G,I)",95.5,95.4,98.0
"창원시","전기·운수·통신·금융(D,H,J,K)",50.9,47.5,46.0
"창원시","사업·개인·공공서비스 및 기타(E,L~U)",186.0,183.3,180.9
"의령군","계",16.1,16.1,16.0
"의령군","농업, 임업 및 어업 (A)",7.2,7.3,6.7
"의령군","광·제조업(B,C)",2.0,1.7,1.5
"의령군","건설업 (F) ",0.6,0.6,0.6
"의령군","도소매·음식숙박업(G,I)",1.4,1.4,1.2
"의령군","전기·운수·통신·금융(D,H,J,K)",0.6,0.7,0.9
"의령군","사업·개인·공공서비스 및 기타(E,L~U)",4.2,4.4,4.9
"함안군","계",35.0,35.9,35.0
"함안군","농업, 임업 및 어업 (A)",8.5,8.8,8.6
"함안군","광·제조업(B,C)",8.2,8.6,7.9
"함안군","건설업 (F) ",1.6,1.5,1.7
"함안군","도소매·음식숙박업(G,I)",4.8,4.8,4.8
"함안군","전기·운수·통신·금융(D,H,J,K)",2.8,2.7,2.8
"함안군","사업·개인·공공서비스 및 기타(E,L~U)",9.0,9.4,9.3
"창녕군","계",35.7,36.1,36.5
"창녕군","농업, 임업 및 어업 (A)",13.7,13.9,14.1
"창녕군","광·제조업(B,C)",5.6,5.7,5.8
"창녕군","건설업 (F) ",0.8,1.0,0.9
"창녕군","도소매·음식숙박업(G,I)",4.1,4.7,4.7
"창녕군","전기·운수·통신·금융(D,H,J,K)",1.9,1.7,1.6
"창녕군","사업·개인·공공서비스 및 기타(E,L~U)",9.5,8.9,9.4
"고성군","계",29.4,30.0,28.8
"고성군","농업, 임업 및 어업 (A)",10.3,10.1,9.4
"고성군","광·제조업(B,C)",3.4,3.2,3.8
"고성군","건설업 (F) ",1.2,1.8,1.8
"고성군","도소매·음식숙박업(G,I)",3.7,3.9,3.7
"고성군","전기·운수·통신·금융(D,H,J,K)",1.9,1.8,1.7
"고성군","사업·개인·공공서비스 및 기타(E,L~U)",9.0,9.2,8.5
"남해군","계",25.1,25.6,25.5
"남해군","농업, 임업 및 어업 (A)",12.2,12.5,12.8
"남해군","광·제조업(B,C)",0.8,0.8,0.8
"남해군","건설업 (F) ",1.3,1.0,0.9
"남해군","도소매·음식숙박업(G,I)",3.9,4.3,4.1
"남해군","전기·운수·통신·금융(D,H,J,K)",1.1,1.2,1.0
"남해군","사업·개인·공공서비스 및 기타(E,L~U)",5.8,5.8,5.8
"하동군","계",25.3,24.9,25.4
"하동군","농업, 임업 및 어업 (A)",12.1,12.0,12.9
"하동군","광·제조업(B,C)",1.0,0.9,1.1
"하동군","건설업 (F) ",1.5,1.5,1.2
"하동군","도소매·음식숙박업(G,I)",2.9,3.0,3.2
"하동군","전기·운수·통신·금융(D,H,J,K)",1.3,1.4,1.4
"하동군","사업·개인·공공서비스 및 기타(E,L~U)",6.4,6.1,5.8
"산청군","계",22.0,22.4,22.3
"산청군","농업, 임업 및 어업 (A)",10.9,11.8,11.6
"산청군","광·제조업(B,C)",1.2,1.0,0.9
"산청군","건설업 (F) ",1.4,1.0,1.3
"산청군","도소매·음식숙박업(G,I)",2.6,2.6,2.7
"산청군","전기·운수·통신·금융(D,H,J,K)",1.0,0.9,1.1
"산청군","사업·개인·공공서비스 및 기타(E,L~U)",4.9,5.0,4.6
"함양군","계",22.8,22.6,23.0
"함양군","농업, 임업 및 어업 (A)",8.5,9.1,9.2
"함양군","광·제조업(B,C)",1.6,1.5,1.5
"함양군","건설업 (F) ",1.5,1.2,1.4
"함양군","도소매·음식숙박업(G,I)",3.3,3.5,3.3
"함양군","전기·운수·통신·금융(D,H,J,K)",1.3,1.2,1.2
"함양군","사업·개인·공공서비스 및 기타(E,L~U)",6.6,6.2,6.5
"거창군","계",34.9,35.7,34.7
"거창군","농업, 임업 및 어업 (A)",12.7,12.5,11.9
"거창군","광·제조업(B,C)",2.6,2.8,3.4
"거창군","건설업 (F) ",2.1,2.3,2.6
"거창군","도소매·음식숙박업(G,I)",4.9,5.2,5.1
"거창군","전기·운수·통신·금융(D,H,J,K)",2.0,1.7,1.6
"거창군","사업·개인·공공서비스 및 기타(E,L~U)",10.6,11.2,10.1
"합천군","계",24.7,24.6,24.4
"합천군","농업, 임업 및 어업 (A)",11.1,11.0,10.1
"합천군","광·제조업(B,C)",1.5,1.5,1.5
"합천군","건설업 (F) ",1.1,1.2,1.3
"합천군","도소매·음식숙박업(G,I)",3.5,3.3,3.3
"합천군","전기·운수·통신·금융(D,H,J,K)",0.8,0.8,0.8
"합천군","사업·개인·공공서비스 및 기타(E,L~U)",6.7,6.8,7.4
"제주시","계",272.3,273.3,275.1
"제주시","농업, 임업 및 어업 (A)",27.8,28.7,28.1
"제주시","광·제조업(B,C)",9.0,9.9,10.1
"제주시","건설업 (F) ",28.0,28.9,24.7
"제주시","도소매·음식숙박업(G,I)",64.2,62.9,63.1
"제주시","전기·운수·통신·금융(D,H,J,K)",25.7,24.8,27.8
"제주시","사업·개인·공공서비스 및 기타(E,L~U)",117.5,118.1,121.2
"서귀포시","계",108.0,109.7,109.7
"서귀포시","농업, 임업 및 어업 (A)",32.9,32.1,33.5
"서귀포시","광·제조업(B,C)",1.9,1.7,1.7
"서귀포시","건설업 (F) ",8.0,7.8,7.7
"서귀포시","도소매·음식숙박업(G,I)",24.4,25.1,25.4
"서귀포시","전기·운수·통신·금융(D,H,J,K)",6.8,7.5,7.2
"서귀포시","사업·개인·공공서비스 및 기타(E,L~U)",34.0,35.4,34.1
